product_code,description,unit_of_measure,unit_price,case_price
BPPD10CLC,CAFE EXPRESS 10OZ PRINTED DOUBLE WALL CUP & SIP LID 75/PK X 96/POD CAFE EXPRESS 10PZ GOBELETS DOUBLE PAROI ET COUVERCLE 75/PK X 96/POD UPC Pack: 059212322769 UPC Case: 059212322776,EACH,13.07,78.42
BPPD8CLC,CAFE EXPRESS 8OZ PRINTED DOUBLE WALL CUP & LID 75/PK 112/POD CAFE EXPRESS 8OZ GOBELETS DOUBLE PAROI ET COUVERCLE 75/PK 112/POD UPC Pack: 059212326279 UPC Case: 059212326293,EACH,10.88,1218.56
BPPR1005,CAFE EXPRESS 10oz RIPPLE CUP 100/PK x 5PK/CS (1098262) CAFE EXPRESS GOBELETS ONDULES 10oz 100/PK x 5PK/CS (1098262) UPC Pack: 059212706286 UPC Case: 059212706279,CASE,12.96,64.80
BPPR1205,CAFE EXPRESS 12oz RIPPLE CUP 100/PK x 5PK/CS (1098267) CAFE EXPRESS 12oz GOBELETS ONDULES 100/PK x 5PK/CS (1098267) UPC Pack: 059212706170 UPC Case: 059212706163,CASE,13.96,69.80
BPPR1605,CAFE EXPRESS 16oz RIPPLE CUP 100/PK x 5PK/CS (1098269) CAFE EXPRESS GOBELETS ONDULES 16oz 100/PK x 5PK/CS (1098269) UPC Pack: 05921270620 UPC Case: 059212706194,CASE,16.00,80.00
BPPR2005,CAFE EXPRESS 20oz RIPPLE CUP 100/pk x 5pk/cs CAFE EXPRESS GOBELETS ONDULES 20oz 100/pk x 5pk/cs UPC Pack: 059212706231 UPC Case: 059212706224,CASE,19.78,98.90
BPPS1005,CAFE EXPRESS 10oz PRINTED HOT CUP 100/pk/5pk/cs (1091812) CAFE EXPRESS 10oz VERRE CHAUD IMPRIME 100/pk x 5pk/cs (1091812) UPC Pack: 059212707856 UPC Case: 059212707849,CASE,8.08,40.40
BPPS1025,CAFE EXPRESS 10OZ PRINTED SINGLE WALL HOT CUP 100/PK X 5/CS CAFE EXPRESS 10OZ GOBELETS A PAROI UNIQUE 100/PQT X 5/CS UPC Pack: 059212320680 UPC Case: 059212320673,CASE,5.69,28.45
BPPS1205,CAFE EXPRESS 12oz PRINTED SINGLE WALL HOT CUP 100/PK x 5PK/CS (1091813) CAFE EXPRESS 12oz VERRE CHAUD IMPRIME 100/PK x 5PK/CS (1091813) UPC Pack: 059212707887 UPC Case: 059212707870,CASE,9.73,48.65
BPPS1605,CAFE EXPRESS 16oz PRINTED SINGLE WALL HOT CUP 100/PK x 5PK/CS (1092143) CAFE EXPRESS 16oz VERRE CHAUD IMPRIME 100/PK x 5PK/CS (1092143) UPC Pack: 059212707917 UPC Case: 059212707900,CASE,10.31,51.55
BPPS305,CAFE EXPRESS 3oz PRINTED SINGLE WALL WATER CUP 500/CASE (1091808) CAFE EXPRESS 3oz VERRE D'EAU IMPRIME 500/cs (1091808) UPC Pack: 059212707764 UPC Case: 059212707757,CASE,0.02,11.37
BPPLP901,CAFE EXPRESS PAPER LID 90MM 50/PK x 20/CS CAFE EXPRESS COUVERCLE EN PAPIER POUR VERRE 90MM 50/PQT x 20/CS UPC Pack: 059212319165 UPC Case: 059212319158,CASE,2.74,54.80
BPPCLP901,iECO PLA PAPER LID 90MM 50/PK x 20/CS iECO COUVERCLE EN PAPIER POUR VERRE 90MM (PLA) 50/PQT x 20/CS UPC Pack: 059212319189 UPC Case: 059212319172,CASE,3.24,64.80
BPPCL9005,iECO 90MM COMPOST DOME SIP LID 100/PK x 5PK/CS (1090716) iECO 90MM COMPOST COUVERCLE BOMBE 100/PQT x 5PQT/CS (1090716) UPC Pack: 059212707214 UPC Case: 059212707221,CASE,8.93,44.65
BPPL6001,CAFE EXPRESS PP SIP LID 50/PK X 20CS (1852173) CAFE EXPRESS COUVERCLE POUR VERRE 50/PK X 20CS (1852173) UPC Pack: 059212318588 UPC Case: 059212318595,CASE,1.10,22.09
BPPLP801,CAFE EXPRESS PAPER LID 80MM 50/PK x 20/CS CAFE EXPRESS COUVERCLE EN PAPIER POUR VERRE 80MM 50/PQT x 20/CS UPC Pack: 059212319141 UPC Case: 059212319134,CASE,2.41,48.20
BPPL8005P,CAFE EXPRESS PP SIP LID 80MM 100/PK x 5/CS (1092152) CAFE EXPRESS COUVERCLE POUR VERRE 80MM (PP) 100/PK x 5/CS (1092152) UPC Pack: 059212318717 UPC Case: 059212318687,CASE,3.38,16.88
BPPL9005P,CAFE EXPRESS PP SIP LID 90MM 100/PK x 5PK/CS (1092169) CAFE EXPRESS COUVERCLE POUR VERRE 90MM (PP) 100/PK x 5PK/CS (1092169) UPC Pack: 059212318731 UPC Case: 059212318694,CASE,4.02,20.12
BPSCOFK,KRAFT COFFEE SLEEVE FOR 12/16oz 100/PK x 10/CS (1700916) MANCHON POUR CAFE 12 ET 16OZ 100/PQ x 10/CS (1700916) UPC Pack: 059212318618 UPC Case: 059212318601,CASE,2.68,26.80
BZP076,CAFE EXPRESS 7oz PP CUP 100/pk x 5pk/cs CAFE EXPRESS 7oz VERRE EN PP 100/pk x 5pk/cs UPC Pack: 059212322325 UPC Case: 059212322332,CASE,3.55,17.75
BZP096,CAFE EXPRESS 9oz PP CUP 100/PK x 5PK/CS (1856973) CAFE EXPRESS 9oz VERRE EN PP 100/PK x 5PK/CS (1856973) UPC Pack: 059212322356 UPC Case: 059212322363,CASE,4.33,21.65
BZP125L,CAFE EXPRESS 84MM FLAT LID (X-slot) 100/PK x 5PK/CS (1097222) CAFE EXPRESS 84MM COUVERCLE PLAT (X-slot) 100/PK x 5PK/CS (1097222) UPC Pack: 059212992184 UPC Case: 059212992191,CASE,3.07,15.35
BZP126,CAFE EXPRESS 12oz PP CUP 100/PK x 5PK/CS (1857038) CAFE EXPRESS 12oz VERRE EN PP 100/PK x 5PK/CS (1857038) UPC Pack: 059212322400 UPC Case: 059212322417,CASE,5.46,27.30
BZP1605,CAFE EXPRESS 16oz PP CUP 500/CS (1097225) CAFE EXPRESS 16oz VERRE EN PP 500/CS (1097225) UPC Pack: 059212992153 UPC Case: 059212992146,CASE,0.08,41.71
BZP1606,CAFE EXPRESS 16oz PP CUP 100/PK x 5PK/CS (1859801) CAFE EXPRESS 16oz VERRE EN PP 100/PK x 5PK/CS (1859801) UPC Pack: 059212322431 UPC Case: 059212322448,CASE,8.10,40.50
BZP1212,CAFE EXPRESS 12oz PP CUP 50/PK x 20PK/CS CAFE EXPRESS 12oz VERRE EN PP 50/pk x 20pk/cs UPC Pack: 059212322370 UPC Case: 059212322387,CASE,2.51,50.20
BZPE18PC100,CAFE EXPRESS 18 OZ PET PARTY CUPS 100/PK x 120/POD CAFE EXPRESS VERRES EN PET POUR FETE 18 OZ 100/PK x 120/POD UPC Pack: 059212325272 UPC Case: 059212325289,EACH,12.75,1530.00
BSTPKIT4,iECO PAPER CUTLERY KIT INDIVIDUALLY WRAPPED 4 PC 250/CS iECO COUTELLERIE EN PAPIER 4 PC EMBALLE INDIVIDUELLEMENT 250/CS UPC Pack: UPC Case: 059212325579,CASE,0.17,42.14
BSTSFP,iECO BAMBOO FORK INDIVIDUALLY WRAPPED 500/CS iECO FOURCHETTE EN BAMBOO EMBALLEE INDIVIDUELLEMENT 500/CS UPC Pack: 059212321823 UPC Case: 059212321830,CASE,0.07,34.00
BSTSKP,iECO BAMBOO KNIFE INDIVIDUALLY WRAPPED 500/CS iECO COUTEAU EN BAMBOO EMBALLEE INDIVIDUELLEMENT 500/CS UPC Pack: 059212321847 UPC Case: 059212321854,CASE,0.06,31.15
BSTSTP,iECO BAMBOO TEASPOON INDIVIDUALLY WRAPPED 500/CS iECO CUILLERE EN BAMBOO EMBALLEE INDIVIDUELLEMENT 500/CS UPC Pack: 059212321861 UPC Case: 059212321878,CASE,0.07,35.46
BSTCIPF,iECO BIRCH CHIP FORKS 1000/PACK x 20/CS iECO FOURCHETTES A FRITES EN BOULEAU 1000/PACK x 20/CS UPC Pack: 059212325791 UPC Case: 059212325807,CASE,4.92,98.39
BSTMCPB,"iECO 5.5"" BLACK COCKTAIL PAPER STRAW 500/PK x 6/CS (1877066) iECO PAILLE NOIRE 140MM POUR BOISSON 500/PK x 6/CS (1877066) UPC Pack: 059212321588 UPC Case: 059212321595",CASE,2.74,16.46
BSTMILP6,"iECO 8"" PAPER STRAW 500/BOX x 6/CS (1090950) iECO PAILLE EN PAPIER 500/BOITE x 6/CS (1090950) UPC Pack: 059212317970 UPC Case: 059212317987",CASE,4.76,28.56
BSTMWFP,IECO FLEXIBLE PAPER STRAW 500/BOX x 6/CS (1874696) IECO PAILLE EN PAPIER FLEXIBLE EMBALLEE INDIVIDUELLEMENT 500/BOITE x 6/CS (1874696) UPC Pack: 059212322059 UPC Case: 059212322042,CASE,7.56,45.38
BSTMWP,"iECO 8"" PAPER STRAW WRAPPED 500/BOX x 6/CS (1090951) iECO PAILLE EN PAPIER EMABLLE INDIVIDUELLEMENT 500/BOITE x 6/CS (1090951) UPC Pack: 059212317994 UPC Case: 059212318007",CASE,5.95,35.70
BSTMWBBP,iECO JUMBO PAPER STRAW INDIVIDUALLY WRAPPED 200/PK x 6/CS (1876339) iECO GRANDE PAILLE EN PAPIER EMBALLEE INDIVIDUELLEMENT 200/PK x 6/CS (1876339) UPC Pack: 059212321601 UPC Case: 059212321618,CASE,5.95,35.69
BAG6P,"6"" BAGASSE PLATE 50/PACK x 10/CS (1091326) ASSIETTES EN BAGASSE 6"" 50/PQT x 10/CS (1091326) UPC Pack: 059212733558 UPC Case: 059212733541",CASE,2.19,21.90
BAG7,"7"" BAGASSE PLATE 50/PACK x 10/CS ASSIETTES EN BAGASSE 7"" 50/PQT x 10/CS UPC Pack: 059212995574 UPC Case: 059212995628",CASE,2.58,25.80
BAG7P125,"iECO 7"" BAGASSE PLATE 125/PK X 4/CS iECO ASSIETTE EN BAGASSE 7"" 125/PK X 4/CS UPC Pack: 059212323308 UPC Case: 059212323315",CASE,6.07,24.28
BAG9,"9"" BAGASSE PLATE 50/PACK x 10/CS ASSIETTES EN BAGASSE 9"" 50/PQT x 10/CS UPC Pack: 059212995581 UPC Case: 059212995635",CASE,4.37,43.70
BAG9P125,"9"" BAGASSE PLATE 125/PACK x 4/CS (1984703) ASSIETTE EN BAGASSE 9"" 125/PQT X 4/CS ) (1984703) UPC Pack: 059212318427 UPC Case: 059212318434",CASE,12.35,49.40
BAG10P,"10"" BAGASSE PLATES 50/PACK x 5/CS (1091331) ASSIETTES EN BAGASSE 10"" 50/PQT x 5/CS (1091331) UPC Pack: 059212733572 UPC Case: 059212733565",CASE,6.65,33.25
BPLTB10P,iECO 10P CLEAR PET FOOD TRAY 125/PK 2/CS iECO 10P CABARET CLAIR EN PET 125/PK 2/CS UPC Pack: 059212324671 UPC Case: 059212324688,CASE,16.02,32.03
BPLTB10S,iECO 10S CLEAR PET FOOD TRAY 125/PK 4/CS iECO 10S CABARET CLAIR EN PET 125/PK 4/CS UPC Pack: 059212324695 UPC Case: 059212324701,CASE,15.47,61.88
BPLTB14,iECO 14 CLEAR PET FOOD TRAY 125/PK 4/CS iECO 14 CABARET CLAIR EN PET 125/PK 4/CS UPC Pack: 059212324718 UPC Case: 059212324725,CASE,7.60,30.38
BPLTB16S,iECO 16S CLEAR PET FOOD TRAY 125/PK 2/CS iECO 16S CABARET CLAIR EN PET 125/PK 2/CS UPC Pack: 059212324732 UPC Case: 059212324749,CASE,23.59,47.17
BPLTB17S,iECO 17S CLEAR PET FOOD TRAY 100/PK 10/CS iECO 17S CABARET CLAIR EN PET 100/PK 10/CS UPC Pack: 059212324756 UPC Case: 059212324763,CASE,5.55,55.50
BPLTB1S,iECO 1S CLEAR PET FOOD TRAY 125/PK 8/CS iECO 1S CABARET CLAIR EN PET 125/PK 8/CS UPC Pack: 059212324497 UPC Case: 059212324503,CASE,6.58,52.65
BPLTB25S,iECO 25S CLEAR PET FOOD TRAY 100/PK 2/CS iECO 25S CABARET CLAIR EN PET 100/PK 2/CS UPC Pack: 059212324770 UPC Case: 059212324787,CASE,28.99,57.97
BPLTB27S,iECO 27S CLEAR PET FOOD TRAY 100/PK 2/CS iECO 27S CABARET CLAIR EN PET 100/PK 2/CS UPC Pack: 059212324794 UPC Case: 059212324817,CASE,20.82,41.63
BPLTB2D,iECO 2D CLEAR PET FOOD TRAY 125/PK 4/CS iECO 2D CABARET CLAIR EN PET 125/PK 4/CS UPC Pack: 059212324558 UPC Case: 059212324565,CASE,10.16,40.62
BPLTB2P,iECO 2P CLEAR PET FOOD TRAY 100/PK 4/CS iECO 2P CABARET CLAIR EN PET 100/PK 4/CS UPC Pack: 059212324534 UPC Case: 059212324541,CASE,8.47,33.88
BPLTB2S,iECO 2S CLEAR PET FOOD TRAY 125/PK 4/CS iECO 2S CABARET CLAIR EN PET 125/PK 4/CS UPC Pack: 059212324510 UPC Case: 059212324527,CASE,10.16,40.63
BPLTB3PP,iECO 3PP CLEAR PET FOOD TRAY 100/PK 4/CS iECO 3PP CABARET CLAIR EN PET 100/PK 4/CS UPC Pack: 059212324572 UPC Case: 059212324589,CASE,8.30,33.18
BPLTB4D,iECO 4D CLEAR PET FOOD TRAY 100/PK 4/CS iECO 4D CABARET CLAIR EN PET 100/PK 4/CS UPC Pack: 059212324619 UPC Case: 059212324626,CASE,12.93,51.73
BPLTB4S,iECO 4S CLEAR PET FOOD TRAY 100/PK 4/CS iECO 4S CABARET CLAIR EN PET 100/PK 4/CS UPC Pack: 059212324596 UPC Case: 059212324602,CASE,12.80,51.18
BPLTB8P,iECO 8P CLEAR PET FOOD TRAY 100/PK 2/CS iECO 8P CABARET CLAIR EN PET 100/PK 2/CS UPC Pack: 059212324633 UPC Case: 059212324640,CASE,16.14,32.28
BPLTB8S,iECO 8S CLEAR PET FOOD TRAY 100/PK 2/CS iECO 8S CABARET CLAIR EN PET 100/PK 2/CS UPC Pack: 059212324657 UPC Case: 059212324664,CASE,16.20,32.40
BAG10P125,"10"" BAGASSE PLATE 125/PACK x 4/CS ASSIETTE EN BAGASSE 10"" 125/PQT X 4/CS UPC Pack: 059212318441 UPC Case: 059212318458",CASE,16.26,65.04
BAG10P125P,"iECO 10"" BAGASSE PLATE 125/PK X 112/POD iECO ASSIETTE EN BAGASSE 10"" 125/PK X 112/POD UPC Pack: 059212318441 UPC Case: 059212323292",EACH,14.54,1628.48
BAG12P100,"iECO 12"" BAGASSE PLATTER 100/PK X 4/CS iECO PLATEAU 12"" EN BAGASSE 100/PK X 4/CS UPC Pack: 059212325326 UPC Case: 059212325333",CASE,17.58,70.33
BAG12B,12oz BAGASSE BOWLS 50/PACK x 5/CS (1091365) BOLS EN BAGASSE 12oz (350ml) 50/PQT x 5/CS (1091365) UPC Pack: 059212733596 UPC Case: 059212733589,CASE,3.23,16.15
BAG12B125,iECO 12OZ BAGASSE BOWL 125/PK X 4/CS iECO BOL EN BAGASSE 12OZ 125/PK X 4/CS UPC Pack: 059212323544 UPC Case: 059212323551,CASE,6.02,24.06
BAG1406,"RECTANGULAR CAKE BOARD BAGASSE 14.3"" x 6"" 192/CS (1454232) PLAQUE EN BAGASSE POUR GATEAU 14.3"" X 6"" 192/CS UPC Pack: UPC Case: 059212002555",CASE,0.27,51.73
BPKSB4,4OZ CONTAINER FOR HOT CONTENTS 50/PK x 20/CS (1417497) CONTENANT DE 4OZ POUR CONTENU CHAUD 50/PK x 20/CS (1417497) UPC Pack: 059212315969 UPC Case: 059212311855,CASE,1.78,35.60
BPKSB4L,LID FOR 4OZ CONTAINER FOR HOT CONTENTS 50/PK x 20/CS (1417498) COUVERCLE POUR CONTENANT DE 4OZ POUR CONTENU CHAUD 50/PK x 20/CS (1417498) UPC Pack: 059212315976 UPC Case: 059212311862,CASE,1.27,25.40
BPKSB12,CAFE EXPRESS 12OZ KRAFT BOWL 50/PK x 6/CS (1692991) CAFE EXPRESS BOL KRAFT 12OZ 50/PK x 6/CS (1692991) UPC Pack: 059212316034 UPC Case: 059212316041,CASE,4.10,24.57
BPKSB16,CAFE EXPRESS 16OZ KRAFT BOWL 50/PK x 6/CS (1692992) CAFE EXPRESS BOL KRAFT 16OZ 50/PK x 6/CS (1692992) UPC Pack: 059212316058 UPC Case: 059212316065,CASE,4.55,27.31
BPKSB16WT,CAFE EXPRESS 16OZ TALL WHITE PAPER BOWL 50/PK x 8/CS(1837308) CAFE EXPRESS BOL BLANC EN PAPIER 16OZ 50/PK x 8/CS UPC Pack: 059212320338 UPC Case: 059212320345,CASE,4.89,39.13
BPKSB16S,CAFE EXPRESS 16OZ SQUAT PAPER BOWL 40/PK x 6/CS CAFE EXPRESS PETIT BOL EN PAPIER KRAFT 16OZ 40/PK x 6/CS UPC Pack: 059212320352 UPC Case: 059212320369,CASE,4.75,28.50
BPKSB24,CAFE EXPRESS 24OZ KRAFT BOWL 40/PK x 6/CS (1692993) CAFE EXPRESS BOL KRAFT 24OZ 40/PK x 6/CS (1692993) UPC Pack: 059212316096 UPC Case: 059212317000,CASE,5.33,32.00
BPKSB32,CAFE EXPRESS 32OZ KRAFT BOWL 40/PK x 6/CS (1692997) CAFE EXPRESS BOL KRAFT 32OZ 40/PK x 6/CS (1692997) UPC Pack: 059212317017 UPC Case: 059212317024,CASE,6.83,40.97
BPKSB40,CAFE EXPRESS 40OZ KRAFT BOWL 25/PK x 8/CS CAFE EXPRESS BOL KRAFT 40OZ 25/PK x 8/CS UPC Pack: 059212317055 UPC Case: 059212317062,CASE,4.91,39.25
BPKSB8,CAFE EXPRESS 8OZ KRAFT BOWL 50/PK x 8/CS (1692998) CAFE EXPRESS BOL KRAFT 8OZ 50/PK x 8/CS (1692998) UPC Pack: 059212317154 UPC Case: 059212317161,CASE,3.28,26.26
BPKSBL111,CAFE EXPRESS 111MM PP LID (12/16) KRAFT BOWLS 50/PK x 6/CS (1692995) CAFE EXPRESS COUVERCLE PP 111MM POUR BOL KRAFT 50/PK x 6/CS (1692995) UPC Pack: 059212316072 UPC Case: 059212316089,CASE,3.07,18.40
BPKSBL149,CAFE EXPRESS 149MM PP LID (24/32) KRAFT BOWLS 40/PK x 6/CS (1692996) CAFE EXPRESS COUVERCLE PP 149MM POUR BOL KRAFT 40/PK x 6/CS (1692996) UPC Pack: 059212317031 UPC Case: 059212317048,CASE,4.16,24.97
BPKSBL184,CAFE EXPRESS 184MM PP LID (40) KRAFT BOWLS 25/PK x 8/CS CAFE EXPRESS COUVERCLE PP 184MM POUR MOYEN BOL KRAFT 25/PK x 8/CS UPC Pack: 059212317079 UPC Case: 059212317086,CASE,3.59,28.69
BPKSBL96,CAFE EXPRESS 96MM PP LID (8) KRAFT BOWLS 50/PK x 8/CS (1692994) CAFE EXPRESS COUVERCLE PP 96MM POUR BOL KRAFT 50/PK x 8/CS (1692994) UPC Pack: 059212317178 UPC Case: 059212317185,CASE,2.08,16.66
BZPL710G,"CAFE EXPRESS 7"" HD PLATES - 100/PK x 10PK/CASE CAFE EXPRESS ASSIETTES 7"" HD - 100/PK x 10PKS/CAISSE UPC Pack: 059212734784 UPC Case: 059212734791",EACH,8.20,82.00
BZPL9100,"CAFE EXPRESS 9"" HD PLATES - 100/PK x 10PK/CASE CAFE EXPRESS ASSIETTES 9"" HD - 100/PK x 10PK/CASE UPC Pack: 059212734807 UPC Case: 059212734814",EACH,11.31,113.10
BAG03,600ML BAGASSE CONTAINER - 500/CS (1344869) CONTENANT EN BAGASSE 600ML - 500/CS UPC Pack: 059212315983 UPC Case: 059212001053,CASE,0.08,38.34
BAG03L,LID FOR 600ML BAGASSE CONTAINER 500/CS (1344873) COUVERCLE POUR CONTENANT EN BAGASSE 600ML - 500/CS UPC Pack: 059212315990 UPC Case: 059212001060,CASE,0.07,35.92
BAG66,"HINGED BAGASSE CONTAINERS 6'' x 6'' 50/PK x 5/CS (1091385) CONTENANT REFERMABLE EN BAGASSE 6"" x 6"" 50/PQT x 5/CS (1091385) UPC Pack: 059212733473 UPC Case: 059212733466",CASE,6.21,31.05
BAG69,"HINGED BAGASSE CONTAINERS 6"" x 9"" 50/PK x 2/CS (1111582 /1691440) CONTENANT REFERMABLE EN BAGASSE 6"" x 9"" 50/PQT x 2/CS (1111582 /1691440) UPC Pack: 059212733497 UPC Case: 059212733480",CASE,9.88,19.76
BAG692,"iECO HINGED BAGASSE CONTAINER 6""X9"" 200/CS (1536090) iECO CONTENANT REFERMABLE EN BAGASSE 6X9"" 200/CS (1536090) UPC Pack: 059212733497 UPC Case: 059212312111",CASE,0.19,38.31
BAG88,"HINGED BAGASSE CONTAINERS 8'' x 8'' 50/PK x 2/CS (1111598) CONTENANT REFERMABLE EN BAGASSE 8"" x 8"" 50/PQT x 2/CS (1111598) UPC Pack: 059212733510 UPC Case: 059212733503",CASE,12.31,24.62
BAG99,"9"" x 9"" HINGED BAGASSE CONTAINERS 50/PACK x 2/CS (1111641) CONTENANT REFERMABLE EN BAGASSE 9"" x 9"" 50/PQT x 2/CS (1111641) UPC Pack: 059212325753 UPC Case: 059212733527",CASE,14.64,29.28
BAG99C,"HINGED BAGASSE CONTAINERS 3 COMPARTMENTS 9'' x 9'' 50/PK x 2/CS (1270329) CONTENANT REFERMABLE EN BAGASSE AVEC 3 COMPARTIMENTS 9"" x 9"" 50/PQT x 2/CS (1270329) UPC Pack: 059212995611 UPC Case: 059212995666",CASE,14.74,29.48
BAG88C,"HINGED BAGASSE CONTAINERS 3 COMPARTMENTS 8'' x 8'' 50/PK x 2/CS (1270255) CONTENANT REFERMABLE EN BAGASSE AVEC 3 COMPARTIMENTS 8"" x 8"" 50/PQT x 2/CS (1270255) UPC Pack: 059212995604 UPC Case: 059212995659",CASE,12.35,24.70
BAM66,"CAFE EXPRESS MFPP HINGED CONTAINER 6"" X 6"" 50/PK x 6/CS CAFE EXPRESS CONTENANT EN PP A CHARGE MINERALE 6"" x 6"" 50/PQT x 6/CS UPC Pack: 059212318991 UPC Case: 059212319004",CASE,6.27,37.60
BAM69,"CAFE EXPRESS MFPP HINGED CONTAINER 6"" X 9"" 50/PK x 6/CS CAFE EXPRESS CONTENANT EN PP A CHARGE MINERALE 6"" x 9"" 50/PQT x 6/CS UPC Pack: 059212319011 UPC Case: 059212319028",CASE,9.31,55.88
BAM88,"CAFE EXPRESS MFPP HINGED CONTAINER 8"" X 8"" 50/PK x 3/CS CAFE EXPRESS CONTENANT EN PP A CHARGE MINERALE 8"" x 8"" 50/PQT x 3/CS UPC Pack: 059212319035 UPC Case: 059212319042",CASE,11.36,34.08
BAM88C,"CAFE EXPRESS MFPP 3-COMP HINGED CONTAINER 8"" X 8"" 50/PK x 3/CS CAFE EXPRESS CONTENANT DE 3 COMPARTIMENTS EN PP A CHARGE MINERALE 8"" x 8"" 50/PQT x 3/CS UPC Pack: 059212319059 UPC Case: 059212319066",CASE,11.35,34.05
BAM99,"CAFE EXPRESS MFPP HINGED CONTAINER 9"" X 9"" 50/PK x 3/CS CAFE EXPRESS CONTENANT EN PP A CHARGE MINERALE 9"" x 9"" 50/PQT x 3/CS UPC Pack: 059212319073 UPC Case: 059212319080",CASE,13.75,41.25
BAM99C,"CAFE EXPRESS MFPP 3-COMP HINGED CONTAINER 9"" X 9"" 50/PK x 3/CS CAFE EXPRESS CONTENANT DE 3 COMPARTIMENTS EN PP A CHARGE MINERALE 9"" x 9"" 50/PQT x 3/CS UPC Pack: 059212319097 UPC Case: 059212319103",CASE,13.75,41.25
BPKB1,IECO KRAFT BOX #1 (11 X 9 X 6.3CM) 300/CS (1377865) IECO BOITE EN PAPIER KRAFT #1 (11 X 9 X 6.3CM) 300/CS (1377865) UPC Pack: 059212000056 UPC Case: 059212999787,CASE,9.14,54.84
BPKB2,IECO KRAFT BOX #2 (19.7 X 14 X 4.7CM) 200/CS IECO BOITE EN PAPIER KRAFT (19.7 X 14 X 4.7CM) 200/CS UPC Pack: 059212000063 UPC Case: 059212999794,CASE,14.19,56.76
BPKB3,IECO KRAFT BOX #3 (19.7 X 14 X 6.3CM) 200/CS IECO BOITE EN PAPIER KRAFT #3 (19.7 X 14 X 6.3CM) 200/CS UPC Pack: 059212000070 UPC Case: 059212999800,CASE,16.65,66.60
BPKB4,IECO KRAFT BOX #4 (20 X 14 X 9CM) 160/CS IECO BOITE EN PAPIER KRAFT #4 (20 X 14 X 9CM) 160/CS UPC Pack: 059212000087 UPC Case: 059212999817,CASE,16.60,66.40
BPKB8,IECO KRAFT BOX #8 (15.2 X 11.8 X 6.2CM) 200/CS (1377854) IECO BOITE EN PAPIER KRAFT #8 (15.2 X 11.8 X 6.2CM) 200/CS(1377854) UPC Pack: 059212000094 UPC Case: 059212999824,CASE,13.46,53.84
BPKBPE1,CAFE EXPRESS KRAFT PE BOX #1 (11 X 9 X 6.3CM) 300/CS (1471446) CAFE EXPRESS BOITE EN PAPIER KRAFT & ENDUIT PE #1 (11 X 9 X 6.3CM) 300/CS (1471446) UPC Pack: 059212310575 UPC Case: 059212310520,CASE,6.86,41.16
BPKBPE1B,C.E. ELITE BLACK TAKEOUT PE BOX #1 (11 X 9 X 6.3CM) 300/CS C.E. ELITE BOITE EN PAPIER NOIRE & ENDUIT PE #1 (11 X 9 X 6.3CM) 300/CS UPC Pack: 059212314368 UPC Case: 059212314313,CASE,6.56,39.36
BPKBPE2,CAFE EXPRESS KRAFT PE BOX #2 (19.7 X 14 X 4.7CM) 200/CS (1471449) CAFE EXPRESS BOITE EN PAPIER KRAFT & ENDUIT PE #2 (19.7 X 14 X 4.7CM) 200/CS (1471449) UPC Pack: 059212310582 UPC Case: 059212310537,CASE,10.84,43.36
BPKBPE2B,C.E. ELITE BLACK TAKEOUT PE BOX #2 (19.7 X 14 X 4.7CM) 200/CS C.E. ELITE BOITE EN PAPIER NOIRE & ENDUIT PE #2 (19.7 X 14 X 4.7CM) 200/CS UPC Pack: 059212314375 UPC Case: 059212314320,CASE,10.36,41.44
BPKBPE3,CAFE EXPRESS KRAFT PE BOX #3 (19.7 X 14 X 6.3CM) 200/CS (1471447) CAFE EXPRESS BOITE EN PAPIER KRAFT & ENDUIT PE #3 (19.7 X 14 X 6.3CM) 200/CS (1471447) UPC Pack: 059212310599 UPC Case: 059212310544,CASE,12.55,50.20
BPKBPE3B,C.E. ELITE BLACK TAKEOUT PE BOX #3 (19.7 X 14 X 6.3CM) 200/CS C.E. ELITE BOITE EN PAPIER NOIRE & ENDUIT PE #3 (19.7 X 14 X 6.3CM) 200/CS UPC Pack: 059212314382 UPC Case: 059212314337,CASE,12.25,49.00
BPKBPE4,CAFE EXPRESS KRAFT PE BOX #4 (20 X 14 X 9CM) 160/CS (1471448) CAFE EXPRESS BOITE EN PAPIER KRAFT & ENDUIT PE #4 (20 X 14 X 9CM) 160/CS (1471448) UPC Pack: 059212310605 UPC Case: 059212310551,CASE,12.59,50.36
BPKBPE4B,C.E. ELITE BLACK TAKEOUT PE BOX #4 (20 X 14 X 9CM) 160/CS C.E. ELITE BOITE EN PAPIER NOIRE & ENDUIT PE #4 (20 X 14 X 9CM) 160/CS UPC Pack: 059212314399 UPC Case: 059212314344,CASE,12.22,48.88
BPKBPE8,CAFE EXPRESS KRAFT PE BOX #8 (15.2 X 11.8 X 6.2CM) 200/CS (1471450) CAFE EXPRESS BOITE EN PAPIER KRAFT & ENDUIT PE #8 (15.2 X 11.8 X 6.2CM) 200/CS (1471450) UPC Pack: 059212310612 UPC Case: 059212310568,CASE,10.08,40.32
BPKBPE8B,C.E. ELITE BLACK TAKEOUT PE BOX #8 (15.2 X 11.8 X 6.2CM) 200/CS C.E. ELITE BOITE EN PAPIER NOIRE & ENDUIT PE #8 (15.2 X 11.8 X 6.2CM) 200/CS UPC Pack: 059212314405 UPC Case: 059212314351,CASE,9.80,39.20
